datetime,ORO_cdf_inf,SHA_cdf_inf,FOL_cdf_inf,ORO_cdf_snow,SHA_cdf_snow,FOL_cdf_snow,cdf_year,cdf_month,cdf_day,WY,DOWY,SHA_octmar_flow_to_date,SHA_aprjul_flow_to_date,SHA_aprjul_slope,SHA_aprjul_intercept,SHA_aprjul_mean,SHA_aprjul_std,SHA_octmar_mean,SHA_octmar_std,SHA_octmar_intercept,SHA_octmar_slope,ORO_octmar_flow_to_date,ORO_aprjul_flow_to_date,ORO_aprjul_slope,ORO_aprjul_intercept,ORO_aprjul_mean,ORO_aprjul_std,ORO_octmar_mean,ORO_octmar_std,ORO_octmar_intercept,ORO_octmar_slope,FOL_octmar_flow_to_date,FOL_aprjul_flow_to_date,FOL_aprjul_slope,FOL_aprjul_intercept,FOL_aprjul_mean,FOL_aprjul_std,FOL_octmar_mean,FOL_octmar_std,FOL_octmar_intercept,FOL_octmar_slope
1996-11-09,340.0,4266.0,938.0,6.32,5.24,5.9,1996,11,9,1997,40,0.328060164737,0.0,0.0,0.0,0.0,0.0,0.310332296998,0.0581675768843,0.297002069477,0.00164988273046,0.20530314015,0.0,0.0,0.0,0.0,0.0,0.172907404668,0.0434860319525,0.14876012938,0.002059820463,0.104719338667,0.0,0.0,0.0,0.0,0.0,0.0780883635049,0.0262130175985,0.0585614148824,0.00190423215393
1996-11-10,2576.0,3529.0,1277.0,6.32,5.24,5.9,1996,11,10,1997,41,0.335059834147,0.0,0.0,0.0,0.0,0.0,0.31869451186,0.0602683861906,0.299936096317,0.00223687282883,0.210412561629,0.0,0.0,0.0,0.0,0.0,0.177145685652,0.0450902873846,0.150876575583,0.00217955694417,0.107252231224,0.0,0.0,0.0,0.0,0.0,0.0803093552367,0.026893180045,0.0601174601745,0.00189639775179
1996-11-11,2335.0,3849.0,1361.0,6.32,5.24,5.9,1996,11,11,1997,42,0.342694214299,0.0,0.0,0.0,0.0,0.0,0.327068230854,0.0611900440034,0.309838857364,0.00199125957696,0.21504396658,0.0,0.0,0.0,0.0,0.0,0.181774611264,0.0466424181931,0.154176889623,0.00224691403552,0.109951735352,0.0,0.0,0.0,0.0,0.0,0.0827540825053,0.0276903893659,0.0623143939717,0.00187150927378
1996-11-12,2645.0,3567.0,1152.0,6.32,5.28,5.9,1996,11,12,1997,43,0.349769255609,0.0,0.0,0.0,0.0,0.0,0.335559966377,0.0624863042693,0.316398338113,0.0021100790953,0.220290247563,0.0,0.0,0.0,0.0,0.0,0.185917685637,0.0478585560995,0.155896454903,0.00236928661783,0.112236694026,0.0,0.0,0.0,0.0,0.0,0.0850145453114,0.0284384846109,0.0647073214517,0.00179829301392
1996-11-13,2355.0,4429.0,1082.0,6.32,5.28,5.9,1996,11,13,1997,44,0.358554048983,0.0,0.0,0.0,0.0,0.0,0.343764098595,0.0635217243904,0.322686689539,0.00226821727799,0.224961321935,0.0,0.0,0.0,0.0,0.0,0.190126412903,0.0491147569653,0.157063567925,0.00257679409074,0.114382809725,0.0,0.0,0.0,0.0,0.0,0.0873891568776,0.0291176979972,0.0648499721816,0.00195542312896
1996-11-14,2948.0,4384.0,1383.0,6.32,5.28,5.9,1996,11,14,1997,45,0.367249586158,0.0,0.0,0.0,0.0,0.0,0.352675338249,0.0646429513249,0.330679340096,0.00227043746419,0.230808594653,0.0,0.0,0.0,0.0,0.0,0.194879900498,0.0507297680759,0.160189035143,0.00264402007202,0.117125950216,0.0,0.0,0.0,0.0,0.0,0.0898693882784,0.0300361483448,0.0655366529344,0.00207245850814
1996-11-15,2353.0,4599.0,1543.0,6.36,5.28,6.06,1996,11,15,1997,46,0.376371569614,0.0,0.0,0.0,0.0,0.0,0.36150247873,0.0672717303825,0.328848847634,0.00322823836841,0.235475702083,0.0,0.0,0.0,0.0,0.0,0.198846049252,0.0522975940669,0.160100262871,0.00290100227473,0.120186446079,0.0,0.0,0.0,0.0,0.0,0.0922625452992,0.0309135866134,0.0670807596905,0.00211522768658
1996-11-16,3513.0,4645.0,1561.0,7.12,5.28,6.65,1996,11,16,1997,47,0.385584792739,0.0,0.0,0.0,0.0,0.0,0.370239668798,0.0700963352675,0.33383192379,0.00354160943659,0.242443635955,0.0,0.0,0.0,0.0,0.0,0.203498379823,0.054206866808,0.159028232893,0.00324351022425,0.12328264442,0.0,0.0,0.0,0.0,0.0,0.0947662808321,0.031799922621,0.0650674077268,0.00243513226512
1996-11-17,4991.0,5455.0,2629.0,10.47,6.53,12.97,1996,11,17,1997,48,0.396404627432,0.0,0.0,0.0,0.0,0.0,0.378778412585,0.0713359783888,0.34472180945,0.00322658485415,0.252343140071,0.0,0.0,0.0,0.0,0.0,0.208705487252,0.0561022322839,0.157145214919,0.00361078975683,0.128497189866,0.0,0.0,0.0,0.0,0.0,0.0974029089269,0.0327438080898,0.0602214844684,0.00291928115718
1996-11-18,9097.0,15403.0,8713.0,11.45,8.38,18.56,1996,11,18,1997,49,0.426956032339,0.0,0.0,0.0,0.0,0.0,0.389399701824,0.0740334536526,0.347379303144,0.00379468087589,0.270386776404,0.0,0.0,0.0,0.0,0.0,0.214285189722,0.0586230389285,0.160203902989,0.00365685893115,0.145779173308,0.0,0.0,0.0,0.0,0.0,0.100964826276,0.0345225166964,0.0576646739898,0.0032119391949
1996-11-19,10021.0,20367.0,5747.0,17.35,16.35,20.67,1996,11,19,1997,50,0.467353387643,0.0,0.0,0.0,0.0,0.0,0.401104164614,0.0769931252193,0.348696793541,0.00441250914144,0.290263140007,0.0,0.0,0.0,0.0,0.0,0.220246412852,0.061090719508,0.157875839229,0.00403458009077,0.157178181553,0.0,0.0,0.0,0.0,0.0,0.104020264288,0.0360624747834,0.0589547746399,0.00320876425987
1996-11-20,9619.0,14271.0,4282.0,18.86,19.13,21.71,1996,11,20,1997,51,0.495659503298,0.0,0.0,0.0,0.0,0.0,0.413115569552,0.0788969829346,0.363756455495,0.0039580701702,0.309342148239,0.0,0.0,0.0,0.0,0.0,0.225850412843,0.0632870288443,0.15838864115,0.0041646925143,0.16567140468,0.0,0.0,0.0,0.0,0.0,0.107060627919,0.0376129702663,0.0624181062897,0.00304654325787
1996-11-21,5957.0,11286.0,3055.0,19.73,19.89,22.92,1996,11,21,1997,52,0.518044957805,0.0,0.0,0.0,0.0,0.0,0.42452637945,0.0812788962289,0.373437227303,0.00386628970393,0.32115768541,0.0,0.0,0.0,0.0,0.0,0.232309189691,0.0648598446741,0.16640988458,0.00391186662182,0.171730908802,0.0,0.0,0.0,0.0,0.0,0.110054479154,0.0386613759931,0.069904210814,0.00261829654306
1996-11-22,7350.0,14690.0,4392.0,21.63,21.39,25.62,1996,11,22,1997,53,0.547182147839,0.0,0.0,0.0,0.0,0.0,0.436380296786,0.0892464238377,0.362353168453,0.00544177074522,0.335736197782,0.0,0.0,0.0,0.0,0.0,0.239079371498,0.0685066037127,0.160745060546,0.00444891727686,0.180442313746,0.0,0.0,0.0,0.0,0.0,0.113439173363,0.0401467467457,0.0686540493455,0.00282119903097
1996-11-23,6644.0,10480.0,6044.0,21.87,21.8,26.71,1996,11,23,1997,54,0.567968924663,0.0,0.0,0.0,0.0,0.0,0.447322511643,0.0944834504433,0.363709711055,0.00598688247086,0.348914379578,0.0,0.0,0.0,0.0,0.0,0.245336131818,0.0716360932258,0.166931282839,0.00430051553517,0.192430412899,0.0,0.0,0.0,0.0,0.0,0.11685143782,0.0419346105414,0.0707463924561,0.00282818337404
1996-11-24,3951.0,8200.0,3919.0,22.01,22.12,26.79,1996,11,24,1997,55,0.584233387446,0.0,0.0,0.0,0.0,0.0,0.457583800882,0.0988375361659,0.366933514622,0.00642112883017,0.356751073779,0.0,0.0,0.0,0.0,0.0,0.250289553298,0.0741140150972,0.171099196193,0.00426396495287,0.200203636026,0.0,0.0,0.0,0.0,0.0,0.119940793186,0.0429449409272,0.0721024942659,0.00287532976232
1996-11-25,4008.0,7063.0,2953.0,22.26,22.22,26.85,1996,11,25,1997,56,0.598242643621,0.0,0.0,0.0,0.0,0.0,0.467854313262,0.104685651304,0.369223263338,0.00691201863579,0.364700825832,0.0,0.0,0.0,0.0,0.0,0.255875801222,0.0765705949132,0.169398463046,0.00454247344323,0.206060826099,0.0,0.0,0.0,0.0,0.0,0.122892396487,0.0440376961563,0.0691866430368,0.00316027735968
1996-11-26,3839.0,5924.0,2539.0,22.29,22.22,26.85,1996,11,26,1997,57,0.609992726245,0.0,0.0,0.0,0.0,0.0,0.477662379361,0.109528109655,0.366552859361,0.00765770839794,0.372315371274,0.0,0.0,0.0,0.0,0.0,0.261141123527,0.0794141827329,0.169361104781,0.00474327598884,0.211096859149,0.0,0.0,0.0,0.0,0.0,0.1257472064,0.0452808788175,0.0695921356755,0.00324174170728
1996-11-27,3374.0,5474.0,2274.0,22.29,22.22,26.85,1996,11,27,1997,58,0.620850246888,0.0,0.0,0.0,0.0,0.0,0.48727537108,0.113279727412,0.377063798994,0.00749815097368,0.379007602668,0.0,0.0,0.0,0.0,0.0,0.26650016484,0.0818499545176,0.171930843025,0.00480364310535,0.215607272364,0.0,0.0,0.0,0.0,0.0,0.128570578296,0.0464321446641,0.0704917387731,0.00328156846754
1996-11-28,3610.0,5737.0,2438.0,22.37,22.38,27.07,1996,11,28,1997,59,0.632229420423,0.0,0.0,0.0,0.0,0.0,0.497883668583,0.118480868631,0.386949195938,0.00726391256187,0.386167933234,0.0,0.0,0.0,0.0,0.0,0.27195342103,0.0844805190254,0.17359002897,0.00487466323365,0.220442974835,0.0,0.0,0.0,0.0,0.0,0.131549751845,0.0476309635628,0.070202382182,0.00334792456137
